concept_id_1	concept_id_2	relationship_id	valid_start_date	valid_end_date	invalid_reason	
2000000317	2000000328	Subsumes	1970-01-01	2099-12-31		
2000000317	2000000329	Subsumes	1970-01-01	2099-12-31		
2000000317	2000000330	Subsumes	1970-01-01	2099-12-31		
2000000317	2000000331	Subsumes	2022-04-01	2099-12-31		
2000000317	2000000332	Subsumes	2022-04-01	2099-12-31		
2000000317	2000000333	Subsumes	2022-04-01	2099-12-31		
2000000335	2000000334	Is a	1970-01-01	2099-12-31		
2000000336	2000000334	Is a	1970-01-01	2099-12-31		
2000000337	2000000334	Is a	1970-01-01	2099-12-31		
2000000338	2000000334	Is a	1970-01-01	2099-12-31		
2000000339	2000000334	Is a	1970-01-01	2099-12-31		
2000000340	2000000334	Is a	1970-01-01	2099-12-31		
2000000341	2000000334	Is a	1970-01-01	2099-12-31		
2000000342	2000000334	Is a	1970-01-01	2099-12-31		
2000000343	2000000334	Is a	1970-01-01	2099-12-31		
2000000344	2000000334	Is a	1970-01-01	2099-12-31		
2000000345	2000000334	Is a	1970-01-01	2099-12-31		
2000000346	2000000334	Is a	1970-01-01	2099-12-31		
2000000347	2000000334	Is a	1970-01-01	2099-12-31		
2000000348	2000000334	Is a	1970-01-01	2099-12-31		
2000000349	2000000334	Is a	1970-01-01	2099-12-31		
2000000350	2000000334	Is a	1970-01-01	2099-12-31		
2000000351	2000000334	Is a	1970-01-01	2099-12-31		
2000000352	2000000334	Is a	1970-01-01	2099-12-31		
2000000353	2000000334	Is a	1970-01-01	2099-12-31		
2000000354	2000000334	Is a	1970-01-01	2099-12-31		
2000000355	2000000334	Is a	1970-01-01	2099-12-31		
2000000356	2000000334	Is a	1970-01-01	2099-12-31		
2000000357	2000000334	Is a	1970-01-01	2099-12-31		
2000000358	2000000334	Is a	1970-01-01	2099-12-31		
2000000359	2000000334	Is a	2022-04-01	2099-12-31		
2000000360	2000000334	Is a	2022-04-01	2099-12-31		
2000000361	2000000334	Is a	2022-04-01	2099-12-31		
2000000362	2000000334	Is a	2022-04-01	2099-12-31		
2000000334	2000000335	Subsumes	1970-01-01	2099-12-31		
2000000334	2000000336	Subsumes	1970-01-01	2099-12-31		
2000000334	2000000337	Subsumes	1970-01-01	2099-12-31		
2000000334	2000000338	Subsumes	1970-01-01	2099-12-31		
2000000334	2000000339	Subsumes	1970-01-01	2099-12-31		
2000000334	2000000340	Subsumes	1970-01-01	2099-12-31		
2000000334	2000000341	Subsumes	1970-01-01	2099-12-31		
2000000334	2000000342	Subsumes	1970-01-01	2099-12-31		
2000000334	2000000343	Subsumes	1970-01-01	2099-12-31		
2000000334	2000000344	Subsumes	1970-01-01	2099-12-31		
2000000334	2000000345	Subsumes	1970-01-01	2099-12-31		
2000000334	2000000346	Subsumes	1970-01-01	2099-12-31		
2000000334	2000000347	Subsumes	1970-01-01	2099-12-31		
2000000334	2000000348	Subsumes	1970-01-01	2099-12-31		
2000000334	2000000349	Subsumes	1970-01-01	2099-12-31		
2000000334	2000000350	Subsumes	1970-01-01	2099-12-31		
2000000334	2000000351	Subsumes	1970-01-01	2099-12-31		
2000000334	2000000352	Subsumes	1970-01-01	2099-12-31		
2000000334	2000000353	Subsumes	1970-01-01	2099-12-31		
2000000334	2000000354	Subsumes	1970-01-01	2099-12-31		
2000000334	2000000355	Subsumes	1970-01-01	2099-12-31		
2000000334	2000000356	Subsumes	1970-01-01	2099-12-31		
2000000334	2000000357	Subsumes	1970-01-01	2099-12-31		
2000000334	2000000358	Subsumes	1970-01-01	2099-12-31		
2000000334	2000000359	Subsumes	2022-04-01	2099-12-31		
2000000334	2000000360	Subsumes	2022-04-01	2099-12-31		
2000000334	2000000361	Subsumes	2022-04-01	2099-12-31		
2000000334	2000000362	Subsumes	2022-04-01	2099-12-31		
2000000364	2000000363	Is a	1970-01-01	2099-12-31		
2000000365	2000000363	Is a	2021-03-17	2099-12-31		
2000000366	2000000363	Is a	2021-03-17	2099-12-31		
2000000363	2000000364	Subsumes	1970-01-01	2099-12-31		
2000000363	2000000365	Subsumes	2021-03-17	2099-12-31		
2000000363	2000000366	Subsumes	2021-03-17	2099-12-31		
2000000368	2000000367	Is a	1970-01-01	2099-12-31		
2000000367	2000000368	Subsumes	1970-01-01	2099-12-31		
2000000370	2000000369	Is a	1970-01-01	2099-12-31		
2000000371	2000000369	Is a	1970-01-01	2099-12-31		
2000000369	2000000370	Subsumes	1970-01-01	2099-12-31		
2000000369	2000000371	Subsumes	1970-01-01	2099-12-31		
2000000373	2000000372	Is a	1970-01-01	2099-12-31		
2000000374	2000000372	Is a	1970-01-01	2099-12-31		
2000000375	2000000372	Is a	1970-01-01	2099-12-31		
2000000376	2000000372	Is a	1970-01-01	2099-12-31		
2000000377	2000000372	Is a	1970-01-01	2099-12-31		
2000000378	2000000372	Is a	1970-01-01	2099-12-31		
2000000379	2000000372	Is a	1970-01-01	2099-12-31		
2000000380	2000000372	Is a	1970-01-01	2099-12-31		
2000000381	2000000372	Is a	1970-01-01	2099-12-31		
2000000382	2000000372	Is a	1970-01-01	2099-12-31		
2000000383	2000000372	Is a	1970-01-01	2099-12-31		
2000000384	2000000372	Is a	2022-01-01	2099-12-31		
2000000372	2000000373	Subsumes	1970-01-01	2099-12-31		
2000000372	2000000374	Subsumes	1970-01-01	2099-12-31		
2000000372	2000000375	Subsumes	1970-01-01	2099-12-31		
2000000372	2000000376	Subsumes	1970-01-01	2099-12-31		
2000000372	2000000377	Subsumes	1970-01-01	2099-12-31		
2000000372	2000000378	Subsumes	1970-01-01	2099-12-31		
2000000372	2000000379	Subsumes	1970-01-01	2099-12-31		
2000000372	2000000380	Subsumes	1970-01-01	2099-12-31		
2000000372	2000000381	Subsumes	1970-01-01	2099-12-31		
2000000372	2000000382	Subsumes	1970-01-01	2099-12-31		
2000000372	2000000383	Subsumes	1970-01-01	2099-12-31		
2000000372	2000000384	Subsumes	2022-01-01	2099-12-31		
2000000386	2000000385	Is a	1970-01-01	2099-12-31		
2000000387	2000000385	Is a	1970-01-01	2099-12-31		
2000000388	2000000385	Is a	1970-01-01	2099-12-31		
2000000389	2000000385	Is a	1970-01-01	2099-12-31		
2000000390	2000000385	Is a	1970-01-01	2099-12-31		
2000000391	2000000385	Is a	1970-01-01	2099-12-31		
2000000392	2000000385	Is a	1970-01-01	2099-12-31		
2000000393	2000000385	Is a	1970-01-01	2099-12-31		
2000000394	2000000385	Is a	1970-01-01	2099-12-31		
2000000395	2000000385	Is a	1970-01-01	2099-12-31		
2000000396	2000000385	Is a	1970-01-01	2099-12-31		
2000000397	2000000385	Is a	1970-01-01	2099-12-31		
2000000398	2000000385	Is a	1970-01-01	2099-12-31		
2000000385	2000000386	Subsumes	1970-01-01	2099-12-31		
2000000385	2000000387	Subsumes	1970-01-01	2099-12-31		
2000000385	2000000388	Subsumes	1970-01-01	2099-12-31		
2000000385	2000000389	Subsumes	1970-01-01	2099-12-31		
2000000385	2000000390	Subsumes	1970-01-01	2099-12-31		
2000000385	2000000391	Subsumes	1970-01-01	2099-12-31		
2000000385	2000000392	Subsumes	1970-01-01	2099-12-31		
2000000385	2000000393	Subsumes	1970-01-01	2099-12-31		
2000000385	2000000394	Subsumes	1970-01-01	2099-12-31		
2000000385	2000000395	Subsumes	1970-01-01	2099-12-31		
2000000385	2000000396	Subsumes	1970-01-01	2099-12-31		
2000000385	2000000397	Subsumes	1970-01-01	2099-12-31		
2000000385	2000000398	Subsumes	1970-01-01	2099-12-31		
2000000400	2000000399	Is a	1970-01-01	2099-12-31		
2000000399	2000000400	Subsumes	1970-01-01	2099-12-31		
2000000402	2000000401	Is a	1970-01-01	2099-12-31		
2000000403	2000000401	Is a	1970-01-01	2099-12-31		
2000000404	2000000401	Is a	1970-01-01	2099-12-31		
2000000405	2000000401	Is a	1970-01-01	2099-12-31		
2000000406	2000000401	Is a	1970-01-01	2099-12-31		
2000000407	2000000401	Is a	1970-01-01	2099-12-31		
2000000401	2000000402	Subsumes	1970-01-01	2099-12-31		
2000000401	2000000403	Subsumes	1970-01-01	2099-12-31		
2000000401	2000000404	Subsumes	1970-01-01	2099-12-31		
2000000401	2000000405	Subsumes	1970-01-01	2099-12-31		
2000000401	2000000406	Subsumes	1970-01-01	2099-12-31		
2000000401	2000000407	Subsumes	1970-01-01	2099-12-31		
2000000409	2000000408	Is a	1970-01-01	2099-12-31		
2000000410	2000000408	Is a	1970-01-01	2099-12-31		
2000000408	2000000409	Subsumes	1970-01-01	2099-12-31		
2000000408	2000000410	Subsumes	1970-01-01	2099-12-31		
2000000412	2000000411	Is a	2017-09-26	2099-12-31		
2000000413	2000000411	Is a	2017-09-26	2099-12-31		
2000000414	2000000411	Is a	2017-09-26	2099-12-31		
2000000415	2000000411	Is a	2017-09-26	2099-12-31		
2000000416	2000000411	Is a	2017-09-26	2099-12-31		
2000000417	2000000411	Is a	2017-09-26	2099-12-31		
2000000418	2000000411	Is a	2017-09-26	2099-12-31		
2000000419	2000000411	Is a	2017-09-26	2099-12-31		
2000000420	2000000411	Is a	2017-09-26	2099-12-31		
2000000421	2000000411	Is a	2022-04-06	2099-12-31		
2000000422	2000000411	Is a	2022-04-06	2099-12-31		
2000000423	2000000411	Is a	2022-04-06	2099-12-31		
2000000424	2000000411	Is a	2022-04-06	2099-12-31		
2000000425	2000000411	Is a	2022-04-06	2099-12-31		
2000000426	2000000411	Is a	2022-04-06	2099-12-31		
2000000427	2000000411	Is a	2022-04-06	2099-12-31		
2000000428	2000000411	Is a	2022-04-06	2099-12-31		
2000000429	2000000411	Is a	2022-04-06	2099-12-31		
2000000430	2000000411	Is a	2022-04-06	2099-12-31		
2000000431	2000000411	Is a	2022-04-06	2099-12-31		
2000000432	2000000411	Is a	2022-04-06	2099-12-31		
2000000433	2000000411	Is a	2022-04-06	2099-12-31		
2000000434	2000000411	Is a	2022-04-06	2099-12-31		
2000000411	2000000412	Subsumes	2017-09-26	2099-12-31		
2000000411	2000000413	Subsumes	2017-09-26	2099-12-31		
2000000411	2000000414	Subsumes	2017-09-26	2099-12-31		
2000000411	2000000415	Subsumes	2017-09-26	2099-12-31		
2000000411	2000000416	Subsumes	2017-09-26	2099-12-31		
2000000411	2000000417	Subsumes	2017-09-26	2099-12-31		
2000000411	2000000418	Subsumes	2017-09-26	2099-12-31		
2000000411	2000000419	Subsumes	2017-09-26	2099-12-31		
2000000411	2000000420	Subsumes	2017-09-26	2099-12-31		
2000000411	2000000421	Subsumes	2022-04-06	2099-12-31		
2000000411	2000000422	Subsumes	2022-04-06	2099-12-31		
2000000411	2000000423	Subsumes	2022-04-06	2099-12-31		
2000000411	2000000424	Subsumes	2022-04-06	2099-12-31		
2000000411	2000000425	Subsumes	2022-04-06	2099-12-31		
2000000411	2000000426	Subsumes	2022-04-06	2099-12-31		
2000000411	2000000427	Subsumes	2022-04-06	2099-12-31		
2000000411	2000000428	Subsumes	2022-04-06	2099-12-31		
2000000411	2000000429	Subsumes	2022-04-06	2099-12-31		
2000000411	2000000430	Subsumes	2022-04-06	2099-12-31		
2000000411	2000000431	Subsumes	2022-04-06	2099-12-31		
2000000411	2000000432	Subsumes	2022-04-06	2099-12-31		
2000000411	2000000433	Subsumes	2022-04-06	2099-12-31		
2000000411	2000000434	Subsumes	2022-04-06	2099-12-31		
2000000436	2000000435	Is a	1970-01-01	2099-12-31		
2000000437	2000000435	Is a	1970-01-01	2099-12-31		
2000000438	2000000435	Is a	1970-01-01	2099-12-31		
2000000439	2000000435	Is a	1970-01-01	2099-12-31		
2000000440	2000000435	Is a	1970-01-01	2099-12-31		
2000000441	2000000435	Is a	1970-01-01	2099-12-31		
2000000442	2000000435	Is a	1970-01-01	2099-12-31		
2000000443	2000000435	Is a	1970-01-01	2099-12-31		
2000000444	2000000435	Is a	1970-01-01	2099-12-31		
2000000445	2000000435	Is a	1970-01-01	2099-12-31		
2000000446	2000000435	Is a	1970-01-01	2099-12-31		
2000000447	2000000435	Is a	1970-01-01	2099-12-31		
2000000448	2000000435	Is a	1970-01-01	2099-12-31		
2000000449	2000000435	Is a	1970-01-01	2099-12-31		
2000000450	2000000435	Is a	1970-01-01	2099-12-31		
2000000451	2000000435	Is a	1970-01-01	2099-12-31		
2000000452	2000000435	Is a	1970-01-01	2099-12-31		
2000000453	2000000435	Is a	1970-01-01	2099-12-31		
2000000435	2000000436	Subsumes	1970-01-01	2099-12-31		
2000000435	2000000437	Subsumes	1970-01-01	2099-12-31		
2000000435	2000000438	Subsumes	1970-01-01	2099-12-31		
2000000435	2000000439	Subsumes	1970-01-01	2099-12-31		
2000000435	2000000440	Subsumes	1970-01-01	2099-12-31		
2000000435	2000000441	Subsumes	1970-01-01	2099-12-31		
2000000435	2000000442	Subsumes	1970-01-01	2099-12-31		
2000000435	2000000443	Subsumes	1970-01-01	2099-12-31		
2000000435	2000000444	Subsumes	1970-01-01	2099-12-31		
2000000435	2000000445	Subsumes	1970-01-01	2099-12-31		
2000000435	2000000446	Subsumes	1970-01-01	2099-12-31		
2000000435	2000000447	Subsumes	1970-01-01	2099-12-31		
2000000435	2000000448	Subsumes	1970-01-01	2099-12-31		
2000000435	2000000449	Subsumes	1970-01-01	2099-12-31		
2000000435	2000000450	Subsumes	1970-01-01	2099-12-31		
2000000435	2000000451	Subsumes	1970-01-01	2099-12-31		
2000000435	2000000452	Subsumes	1970-01-01	2099-12-31		
2000000435	2000000453	Subsumes	1970-01-01	2099-12-31		
2000000455	2000000454	Is a	1970-01-01	2099-12-31		
2000000456	2000000454	Is a	1970-01-01	2099-12-31		
2000000454	2000000455	Subsumes	1970-01-01	2099-12-31		
2000000454	2000000456	Subsumes	1970-01-01	2099-12-31		
2000000458	2000000457	Is a	1970-01-01	2099-12-31		
2000000459	2000000457	Is a	1970-01-01	2099-12-31		
2000000460	2000000457	Is a	1970-01-01	2099-12-31		
2000000461	2000000457	Is a	1970-01-01	2099-12-31		
2000000462	2000000457	Is a	1970-01-01	2099-12-31		
2000000463	2000000457	Is a	1970-01-01	2099-12-31		
2000000464	2000000457	Is a	1970-01-01	2099-12-31		
2000000465	2000000457	Is a	1970-01-01	2099-12-31		
2000000466	2000000457	Is a	1970-01-01	2099-12-31		
2000000467	2000000457	Is a	1970-01-01	2099-12-31		
2000000468	2000000457	Is a	1970-01-01	2099-12-31		
2000000469	2000000457	Is a	1970-01-01	2099-12-31		
2000000470	2000000457	Is a	1970-01-01	2099-12-31		
2000000471	2000000457	Is a	2005-11-15	2099-12-31		
2000000457	2000000458	Subsumes	1970-01-01	2099-12-31		
2000000457	2000000459	Subsumes	1970-01-01	2099-12-31		
2000000457	2000000460	Subsumes	1970-01-01	2099-12-31		
2000000457	2000000461	Subsumes	1970-01-01	2099-12-31		
2000000457	2000000462	Subsumes	1970-01-01	2099-12-31		
2000000457	2000000463	Subsumes	1970-01-01	2099-12-31		
2000000457	2000000464	Subsumes	1970-01-01	2099-12-31		
2000000457	2000000465	Subsumes	1970-01-01	2099-12-31		
2000000457	2000000466	Subsumes	1970-01-01	2099-12-31		
2000000457	2000000467	Subsumes	1970-01-01	2099-12-31		
2000000457	2000000468	Subsumes	1970-01-01	2099-12-31		
2000000457	2000000469	Subsumes	1970-01-01	2099-12-31		
2000000457	2000000470	Subsumes	1970-01-01	2099-12-31		
2000000457	2000000471	Subsumes	2005-11-15	2099-12-31		
2000000473	2000000472	Is a	1970-01-01	2099-12-31		
2000000474	2000000472	Is a	1970-01-01	2099-12-31		
2000000475	2000000472	Is a	1970-01-01	2099-12-31		
2000000476	2000000472	Is a	1970-01-01	2099-12-31		
2000000477	2000000472	Is a	1970-01-01	2099-12-31		
2000000478	2000000472	Is a	1970-01-01	2099-12-31		
2000000479	2000000472	Is a	1970-01-01	2099-12-31		
2000000480	2000000472	Is a	1970-01-01	2099-12-31		
2000000481	2000000472	Is a	1970-01-01	2099-12-31		
2000000482	2000000472	Is a	1970-01-01	2099-12-31		
2000000483	2000000472	Is a	1970-01-01	2099-12-31		
2000000484	2000000472	Is a	1970-01-01	2099-12-31		
2000000485	2000000472	Is a	1970-01-01	2099-12-31		
2000000486	2000000472	Is a	2005-11-15	2099-12-31		
2000000472	2000000473	Subsumes	1970-01-01	2099-12-31		
2000000472	2000000474	Subsumes	1970-01-01	2099-12-31		
2000000472	2000000475	Subsumes	1970-01-01	2099-12-31		
2000000472	2000000476	Subsumes	1970-01-01	2099-12-31		
2000000472	2000000477	Subsumes	1970-01-01	2099-12-31		
2000000472	2000000478	Subsumes	1970-01-01	2099-12-31		
2000000472	2000000479	Subsumes	1970-01-01	2099-12-31		
2000000472	2000000480	Subsumes	1970-01-01	2099-12-31		
2000000472	2000000481	Subsumes	1970-01-01	2099-12-31		
2000000472	2000000482	Subsumes	1970-01-01	2099-12-31		
2000000472	2000000483	Subsumes	1970-01-01	2099-12-31		
2000000472	2000000484	Subsumes	1970-01-01	2099-12-31		
2000000472	2000000485	Subsumes	1970-01-01	2099-12-31		
2000000472	2000000486	Subsumes	2005-11-15	2099-12-31		
2000000488	2000000487	Is a	1970-01-01	2099-12-31		
2000000489	2000000487	Is a	1970-01-01	2099-12-31		
2000000490	2000000487	Is a	1970-01-01	2099-12-31		
2000000491	2000000487	Is a	1970-01-01	2099-12-31		
2000000492	2000000487	Is a	1970-01-01	2099-12-31		
2000000493	2000000487	Is a	1970-01-01	2099-12-31		
2000000487	2000000488	Subsumes	1970-01-01	2099-12-31		
2000000487	2000000489	Subsumes	1970-01-01	2099-12-31		
2000000487	2000000490	Subsumes	1970-01-01	2099-12-31		
2000000487	2000000491	Subsumes	1970-01-01	2099-12-31		
2000000487	2000000492	Subsumes	1970-01-01	2099-12-31		
2000000487	2000000493	Subsumes	1970-01-01	2099-12-31		
2000000495	2000000494	Is a	1970-01-01	2099-12-31		
2000000496	2000000494	Is a	1970-01-01	2099-12-31		
2000000497	2000000494	Is a	1970-01-01	2099-12-31		
2000000498	2000000494	Is a	1970-01-01	2099-12-31		
2000000499	2000000494	Is a	1970-01-01	2099-12-31		
2000000500	2000000494	Is a	1970-01-01	2099-12-31		
2000000501	2000000494	Is a	1970-01-01	2099-12-31		
2000000502	2000000494	Is a	1970-01-01	2099-12-31		
2000000503	2000000494	Is a	1970-01-01	2099-12-31		
2000000504	2000000494	Is a	1970-01-01	2099-12-31		
2000000505	2000000494	Is a	1970-01-01	2099-12-31		
2000000506	2000000494	Is a	1970-01-01	2099-12-31		
2000000507	2000000494	Is a	1970-01-01	2099-12-31		
2000000494	2000000495	Subsumes	1970-01-01	2099-12-31		
2000000494	2000000496	Subsumes	1970-01-01	2099-12-31		
2000000494	2000000497	Subsumes	1970-01-01	2099-12-31		
2000000494	2000000498	Subsumes	1970-01-01	2099-12-31		
2000000494	2000000499	Subsumes	1970-01-01	2099-12-31		
2000000494	2000000500	Subsumes	1970-01-01	2099-12-31		
2000000494	2000000501	Subsumes	1970-01-01	2099-12-31		
2000000494	2000000502	Subsumes	1970-01-01	2099-12-31		
2000000494	2000000503	Subsumes	1970-01-01	2099-12-31		
2000000494	2000000504	Subsumes	1970-01-01	2099-12-31		
2000000494	2000000505	Subsumes	1970-01-01	2099-12-31		
2000000494	2000000506	Subsumes	1970-01-01	2099-12-31		
2000000494	2000000507	Subsumes	1970-01-01	2099-12-31		
2000000509	2000000508	Is a	1970-01-01	2099-12-31		
2000000510	2000000508	Is a	1970-01-01	2099-12-31		
2000000511	2000000508	Is a	1970-01-01	2099-12-31		
2000000512	2000000508	Is a	1970-01-01	2099-12-31		
2000000513	2000000508	Is a	1970-01-01	2099-12-31		
2000000514	2000000508	Is a	1970-01-01	2099-12-31		
2000000515	2000000508	Is a	1970-01-01	2099-12-31		
2000000516	2000000508	Is a	1970-01-01	2099-12-31		
2000000517	2000000508	Is a	1970-01-01	2099-12-31		
2000000518	2000000508	Is a	1970-01-01	2099-12-31		
2000000519	2000000508	Is a	1970-01-01	2099-12-31		
2000000520	2000000508	Is a	1970-01-01	2099-12-31		
2000000521	2000000508	Is a	1970-01-01	2099-12-31		
2000000522	2000000508	Is a	1970-01-01	2099-12-31		
2000000523	2000000508	Is a	1970-01-01	2099-12-31		
2000000524	2000000508	Is a	1970-01-01	2099-12-31		
2000000525	2000000508	Is a	1970-01-01	2099-12-31		
2000000526	2000000508	Is a	1970-01-01	2099-12-31		
2000000527	2000000508	Is a	1970-01-01	2099-12-31		
2000000528	2000000508	Is a	1970-01-01	2099-12-31		
2000000529	2000000508	Is a	1970-01-01	2099-12-31		
2000000530	2000000508	Is a	1970-01-01	2099-12-31		
2000000531	2000000508	Is a	1970-01-01	2099-12-31		
2000000532	2000000508	Is a	1970-01-01	2099-12-31		
2000000533	2000000508	Is a	1970-01-01	2099-12-31		
2000000534	2000000508	Is a	1970-01-01	2099-12-31		
2000000535	2000000508	Is a	1970-01-01	2099-12-31		
2000000536	2000000508	Is a	1970-01-01	2099-12-31		
2000000537	2000000508	Is a	1970-01-01	2099-12-31		
2000000538	2000000508	Is a	1970-01-01	2099-12-31		
2000000539	2000000508	Is a	1970-01-01	2099-12-31		
2000000540	2000000508	Is a	1970-01-01	2099-12-31		
2000000541	2000000508	Is a	1970-01-01	2099-12-31		
2000000542	2000000508	Is a	1970-01-01	2099-12-31		
2000000543	2000000508	Is a	1970-01-01	2099-12-31		
2000000544	2000000508	Is a	1970-01-01	2099-12-31		
2000000545	2000000508	Is a	1970-01-01	2099-12-31		
2000000546	2000000508	Is a	1970-01-01	2099-12-31		
2000000547	2000000508	Is a	1970-01-01	2099-12-31		
2000000548	2000000508	Is a	1970-01-01	2099-12-31		
2000000508	2000000509	Subsumes	1970-01-01	2099-12-31		
2000000508	2000000510	Subsumes	1970-01-01	2099-12-31		
2000000508	2000000511	Subsumes	1970-01-01	2099-12-31		
2000000508	2000000512	Subsumes	1970-01-01	2099-12-31		
2000000508	2000000513	Subsumes	1970-01-01	2099-12-31		
2000000508	2000000514	Subsumes	1970-01-01	2099-12-31		
2000000508	2000000515	Subsumes	1970-01-01	2099-12-31		
2000000508	2000000516	Subsumes	1970-01-01	2099-12-31		
2000000508	2000000517	Subsumes	1970-01-01	2099-12-31		
2000000508	2000000518	Subsumes	1970-01-01	2099-12-31		
2000000508	2000000519	Subsumes	1970-01-01	2099-12-31		
2000000508	2000000520	Subsumes	1970-01-01	2099-12-31		
2000000508	2000000521	Subsumes	1970-01-01	2099-12-31		
2000000508	2000000522	Subsumes	1970-01-01	2099-12-31		
2000000508	2000000523	Subsumes	1970-01-01	2099-12-31		
2000000508	2000000524	Subsumes	1970-01-01	2099-12-31		
2000000508	2000000525	Subsumes	1970-01-01	2099-12-31		
2000000508	2000000526	Subsumes	1970-01-01	2099-12-31		
2000000508	2000000527	Subsumes	1970-01-01	2099-12-31		
2000000508	2000000528	Subsumes	1970-01-01	2099-12-31		
2000000508	2000000529	Subsumes	1970-01-01	2099-12-31		
2000000508	2000000530	Subsumes	1970-01-01	2099-12-31		
2000000508	2000000531	Subsumes	1970-01-01	2099-12-31		
2000000508	2000000532	Subsumes	1970-01-01	2099-12-31		
2000000508	2000000533	Subsumes	1970-01-01	2099-12-31		
2000000508	2000000534	Subsumes	1970-01-01	2099-12-31		
2000000508	2000000535	Subsumes	1970-01-01	2099-12-31		
2000000508	2000000536	Subsumes	1970-01-01	2099-12-31		
2000000508	2000000537	Subsumes	1970-01-01	2099-12-31		
2000000508	2000000538	Subsumes	1970-01-01	2099-12-31		
2000000508	2000000539	Subsumes	1970-01-01	2099-12-31		
2000000508	2000000540	Subsumes	1970-01-01	2099-12-31		
2000000508	2000000541	Subsumes	1970-01-01	2099-12-31		
2000000508	2000000542	Subsumes	1970-01-01	2099-12-31		
2000000508	2000000543	Subsumes	1970-01-01	2099-12-31		
2000000508	2000000544	Subsumes	1970-01-01	2099-12-31		
2000000508	2000000545	Subsumes	1970-01-01	2099-12-31		
2000000508	2000000546	Subsumes	1970-01-01	2099-12-31		
2000000508	2000000547	Subsumes	1970-01-01	2099-12-31		
2000000508	2000000548	Subsumes	1970-01-01	2099-12-31		
2000000550	2000000549	Is a	1970-01-01	2099-12-31		
2000000551	2000000549	Is a	1970-01-01	2099-12-31		
2000000552	2000000549	Is a	1970-01-01	2099-12-31		
2000000553	2000000549	Is a	1970-01-01	2099-12-31		
2000000554	2000000549	Is a	1970-01-01	2099-12-31		
2000000555	2000000549	Is a	1970-01-01	2099-12-31		
2000000556	2000000549	Is a	1970-01-01	2099-12-31		
2000000557	2000000549	Is a	1970-01-01	2099-12-31		
2000000558	2000000549	Is a	1970-01-01	2099-12-31		
2000000559	2000000549	Is a	1970-01-01	2099-12-31		
2000000560	2000000549	Is a	1970-01-01	2099-12-31		
2000000561	2000000549	Is a	1970-01-01	2099-12-31		
2000000562	2000000549	Is a	1970-01-01	2099-12-31		
2000000563	2000000549	Is a	1970-01-01	2099-12-31		
2000000564	2000000549	Is a	1970-01-01	2099-12-31		
2000000565	2000000549	Is a	1970-01-01	2099-12-31		
2000000566	2000000549	Is a	1970-01-01	2099-12-31		
2000000567	2000000549	Is a	1970-01-01	2099-12-31		
2000000568	2000000549	Is a	1970-01-01	2099-12-31		
2000000569	2000000549	Is a	1970-01-01	2099-12-31		
2000000570	2000000549	Is a	1970-01-01	2099-12-31		
2000000571	2000000549	Is a	1970-01-01	2099-12-31		
2000000572	2000000549	Is a	1970-01-01	2099-12-31		
2000000573	2000000549	Is a	1970-01-01	2099-12-31		
2000000574	2000000549	Is a	1970-01-01	2099-12-31		
2000000549	2000000550	Subsumes	1970-01-01	2099-12-31		
2000000549	2000000551	Subsumes	1970-01-01	2099-12-31		
2000000549	2000000552	Subsumes	1970-01-01	2099-12-31		
2000000549	2000000553	Subsumes	1970-01-01	2099-12-31		
2000000549	2000000554	Subsumes	1970-01-01	2099-12-31		
2000000549	2000000555	Subsumes	1970-01-01	2099-12-31		
2000000549	2000000556	Subsumes	1970-01-01	2099-12-31		
2000000549	2000000557	Subsumes	1970-01-01	2099-12-31		
2000000549	2000000558	Subsumes	1970-01-01	2099-12-31		
2000000549	2000000559	Subsumes	1970-01-01	2099-12-31		
2000000549	2000000560	Subsumes	1970-01-01	2099-12-31		
2000000549	2000000561	Subsumes	1970-01-01	2099-12-31		
2000000549	2000000562	Subsumes	1970-01-01	2099-12-31		
2000000549	2000000563	Subsumes	1970-01-01	2099-12-31		
2000000549	2000000564	Subsumes	1970-01-01	2099-12-31		
2000000549	2000000565	Subsumes	1970-01-01	2099-12-31		
2000000549	2000000566	Subsumes	1970-01-01	2099-12-31		
2000000549	2000000567	Subsumes	1970-01-01	2099-12-31		
2000000549	2000000568	Subsumes	1970-01-01	2099-12-31		
2000000549	2000000569	Subsumes	1970-01-01	2099-12-31		
2000000549	2000000570	Subsumes	1970-01-01	2099-12-31		
2000000549	2000000571	Subsumes	1970-01-01	2099-12-31		
2000000549	2000000572	Subsumes	1970-01-01	2099-12-31		
2000000549	2000000573	Subsumes	1970-01-01	2099-12-31		
2000000549	2000000574	Subsumes	1970-01-01	2099-12-31		
2000000576	2000000575	Is a	1970-01-01	2099-12-31		
2000000577	2000000575	Is a	1970-01-01	2099-12-31		
2000000578	2000000575	Is a	1970-01-01	2099-12-31		
2000000579	2000000575	Is a	1970-01-01	2099-12-31		
2000000580	2000000575	Is a	1970-01-01	2099-12-31		
2000000581	2000000575	Is a	1970-01-01	2099-12-31		
2000000582	2000000575	Is a	1970-01-01	2099-12-31		
2000000583	2000000575	Is a	1970-01-01	2099-12-31		
2000000584	2000000575	Is a	1970-01-01	2099-12-31		
2000000585	2000000575	Is a	1970-01-01	2099-12-31		
2000000586	2000000575	Is a	1970-01-01	2099-12-31		
2000000587	2000000575	Is a	1970-01-01	2099-12-31		
2000000588	2000000575	Is a	1970-01-01	2099-12-31		
